id,ship_id,origin_port_id,dest_port_id,contents,quantity,eta_day,status
CTN_0322,SHIP_021,PORT_HAMB,PORT_ROTT,inverters,293,2,delivered
CTN_0323,SHIP_021,PORT_CASA,PORT_ROTT,panels,346,17,delayed
CTN_0324,SHIP_021,PORT_CASA,PORT_HAMB,panels,273,20,delayed
CTN_0325,SHIP_022,PORT_ALGI,PORT_DOHA,racking,342,20,delayed
CTN_0326,SHIP_022,PORT_VALE,PORT_DOHA,racking,170,5,in_transit
CTN_0327,SHIP_022,PORT_ANTW,PORT_MUSC,racking,20,22,in_transit
CTN_0328,SHIP_022,PORT_TRIP,PORT_MUSC,racking,45,8,delayed
CTN_0329,SHIP_022,PORT_FELI,PORT_DOHA,racking,188,21,delayed
CTN_0330,SHIP_022,PORT_PIRA,PORT_DAMM,mixed,21,26,in_transit
CTN_0331,SHIP_022,PORT_PIRA,PORT_DOHA,panels,315,47,in_transit
CTN_0332,SHIP_022,PORT_ANTW,PORT_DAMM,mixed,297,57,delayed
CTN_0333,SHIP_022,PORT_TRIP,PORT_JEDD,inverters,147,32,delayed
CTN_0334,SHIP_022,PORT_ROTT,PORT_DOHA,mixed,153,34,in_transit
CTN_0335,SHIP_022,PORT_CASA,PORT_AQAB,mixed,311,39,delayed
CTN_0336,SHIP_022,PORT_ROTT,PORT_AQAB,panels,423,69,in_transit
CTN_0337,SHIP_022,PORT_VALE,PORT_DOHA,racking,415,42,delayed
CTN_0338,SHIP_022,PORT_TANG,PORT_JEDD,panels,381,18,in_transit
CTN_0339,SHIP_022,PORT_ANTW,PORT_DAMM,racking,449,21,delayed
CTN_0340,SHIP_022,PORT_ANTW,PORT_DUBA,panels,111,10,delivered
CTN_0341,SHIP_022,PORT_HAMB,PORT_MUSC,panels,195,18,delivered
CTN_0342,SHIP_022,PORT_ALEX,PORT_MUSC,racking,399,30,in_transit
CTN_0343,SHIP_022,PORT_TRIP,PORT_DAMM,panels,349,39,delayed
CTN_0344,SHIP_022,PORT_ALGI,PORT_AQAB,racking,20,33,delivered
CTN_0345,SHIP_022,PORT_TRIP,PORT_DUBA,panels,572,17,in_transit
CTN_0346,SHIP_022,PORT_TANG,PORT_DUBA,inverters,285,28,in_transit
CTN_0347,SHIP_022,PORT_SHAN,PORT_MUSC,inverters,507,30,in_transit
CTN_0348,SHIP_022,PORT_CASA,PORT_DAMM,panels,415,19,delivered
CTN_0349,SHIP_022,PORT_VALE,PORT_AQAB,inverters,282,2,in_transit
CTN_0350,SHIP_023,PORT_ROTT,PORT_JEDD,racking,337,45,delayed
CTN_0351,SHIP_023,PORT_TANG,PORT_JEDD,racking,438,53,in_transit
CTN_0352,SHIP_023,PORT_ANTW,PORT_MUSC,racking,254,21,delayed
CTN_0353,SHIP_023,PORT_CASA,PORT_AQAB,racking,421,32,delivered
CTN_0354,SHIP_023,PORT_ALGI,PORT_DAMM,mixed,515,38,in_transit
CTN_0355,SHIP_023,PORT_TRIP,PORT_MUSC,racking,567,27,in_transit
CTN_0356,SHIP_023,PORT_FELI,PORT_DOHA,panels,402,29,delivered
CTN_0357,SHIP_023,PORT_FELI,PORT_DOHA,inverters,219,47,in_transit
CTN_0358,SHIP_023,PORT_ANTW,PORT_JEDD,mixed,322,27,delayed
CTN_0359,SHIP_023,PORT_FELI,PORT_DOHA,inverters,170,6,delivered
CTN_0360,SHIP_023,PORT_ALGI,PORT_AQAB,mixed,372,36,delayed
CTN_0361,SHIP_023,PORT_ANTW,PORT_MUSC,inverters,293,23,in_transit
CTN_0362,SHIP_023,PORT_PIRA,PORT_DAMM,racking,40,37,in_transit
CTN_0363,SHIP_023,PORT_TRIP,PORT_DUBA,mixed,235,2,in_transit
CTN_0364,SHIP_023,PORT_ALEX,PORT_AQAB,inverters,20,43,delivered
CTN_0365,SHIP_023,PORT_SHAN,PORT_MUSC,mixed,354,31,delayed
CTN_0366,SHIP_023,PORT_FELI,PORT_JEDD,panels,470,16,in_transit
CTN_0367,SHIP_023,PORT_VALE,PORT_DOHA,racking,29,37,delayed
CTN_0368,SHIP_023,PORT_ALGI,PORT_JEDD,panels,521,33,delivered
CTN_0369,SHIP_023,PORT_HAMB,PORT_DAMM,racking,178,16,delivered
CTN_0370,SHIP_023,PORT_TUNI,PORT_DOHA,mixed,151,45,delayed
CTN_0371,SHIP_024,PORT_TUNI,PORT_ALEX,racking,449,31,delivered
CTN_0372,SHIP_024,PORT_SHAN,PORT_CASA,mixed,394,18,in_transit
CTN_0373,SHIP_024,PORT_FELI,PORT_ALEX,inverters,407,6,in_transit
CTN_0374,SHIP_024,PORT_ANTW,PORT_TRIP,mixed,343,2,delivered
CTN_0375,SHIP_024,PORT_FELI,PORT_TUNI,panels,512,29,delayed
CTN_0376,SHIP_024,PORT_ALEX,PORT_TUNI,panels,165,15,delivered
CTN_0377,SHIP_024,PORT_CASA,PORT_TUNI,panels,100,5,in_transit
CTN_0378,SHIP_024,PORT_CASA,PORT_CASA,inverters,241,2,in_transit
CTN_0379,SHIP_024,PORT_TUNI,PORT_TANG,racking,440,18,delayed
CTN_0380,SHIP_024,PORT_ANTW,PORT_TANG,inverters,198,53,in_transit
CTN_0381,SHIP_024,PORT_VALE,PORT_TRIP,racking,277,50,delivered
CTN_0382,SHIP_024,PORT_SHAN,PORT_ALGI,racking,294,31,in_transit
CTN_0383,SHIP_024,PORT_ALEX,PORT_CASA,inverters,301,47,delivered
CTN_0384,SHIP_024,PORT_FELI,PORT_ALEX,panels,481,25,delayed
CTN_0385,SHIP_024,PORT_FELI,PORT_TRIP,mixed,212,39,in_transit
CTN_0386,SHIP_024,PORT_ALEX,PORT_CASA,mixed,156,52,delivered
CTN_0387,SHIP_024,PORT_SHAN,PORT_TANG,panels,223,34,delayed
CTN_0388,SHIP_024,PORT_HAMB,PORT_CASA,panels,20,49,delayed
CTN_0389,SHIP_024,PORT_CASA,PORT_TUNI,racking,212,34,delivered
CTN_0390,SHIP_024,PORT_FELI,PORT_ALGI,racking,367,15,delayed
CTN_0391,SHIP_024,PORT_ANTW,PORT_TANG,panels,86,24,in_transit
CTN_0392,SHIP_025,PORT_CASA,PORT_ROTT,inverters,297,20,in_transit
CTN_0393,SHIP_025,PORT_HAMB,PORT_ROTT,inverters,230,37,delayed
CTN_0394,SHIP_025,PORT_ANTW,PORT_ANTW,racking,535,38,delayed
CTN_0395,SHIP_025,PORT_PIRA,PORT_HAMB,mixed,485,27,delayed
CTN_0396,SHIP_025,PORT_TANG,PORT_FELI,mixed,77,32,delayed
CTN_0397,SHIP_025,PORT_TRIP,PORT_ROTT,panels,493,2,delivered
CTN_0398,SHIP_025,PORT_ALEX,PORT_VALE,panels,291,25,delayed
CTN_0399,SHIP_025,PORT_ALGI,PORT_PIRA,racking,374,32,delivered
CTN_0400,SHIP_025,PORT_ROTT,PORT_VALE,mixed,429,13,in_transit
CTN_0401,SHIP_025,PORT_TRIP,PORT_PIRA,mixed,332,27,in_transit
CTN_0402,SHIP_025,PORT_ALEX,PORT_ROTT,mixed,345,28,in_transit
CTN_0403,SHIP_025,PORT_ALGI,PORT_VALE,panels,289,13,delivered
CTN_0404,SHIP_025,PORT_ANTW,PORT_PIRA,racking,317,32,delivered
CTN_0405,SHIP_025,PORT_HAMB,PORT_PIRA,panels,326,49,in_transit
CTN_0406,SHIP_025,PORT_SHAN,PORT_HAMB,racking,212,24,delivered
CTN_0407,SHIP_026,PORT_SHAN,PORT_TRIP,inverters,110,12,in_transit
CTN_0408,SHIP_026,PORT_PIRA,PORT_TUNI,mixed,231,30,delayed
CTN_0409,SHIP_026,PORT_TANG,PORT_TUNI,racking,265,67,in_transit
CTN_0410,SHIP_026,PORT_VALE,PORT_TUNI,panels,397,18,in_transit
CTN_0411,SHIP_026,PORT_HAMB,PORT_TANG,inverters,474,46,delayed
CTN_0412,SHIP_026,PORT_ROTT,PORT_ALGI,panels,412,36,delivered
CTN_0413,SHIP_026,PORT_FELI,PORT_TANG,racking,317,46,in_transit
CTN_0414,SHIP_026,PORT_ROTT,PORT_ALEX,mixed,350,41,delivered
CTN_0415,SHIP_026,PORT_TANG,PORT_CASA,mixed,57,22,in_transit
CTN_0416,SHIP_026,PORT_HAMB,PORT_ALEX,panels,196,3,in_transit
CTN_0417,SHIP_026,PORT_ALGI,PORT_ALGI,inverters,415,45,delayed
CTN_0418,SHIP_026,PORT_PIRA,PORT_TUNI,racking,275,24,delivered
CTN_0419,SHIP_026,PORT_FELI,PORT_TRIP,panels,230,37,delivered
CTN_0420,SHIP_026,PORT_VALE,PORT_TUNI,panels,201,38,delayed
CTN_0421,SHIP_026,PORT_PIRA,PORT_CASA,panels,314,30,delivered
CTN_0422,SHIP_026,PORT_TUNI,PORT_CASA,inverters,233,52,delivered
CTN_0423,SHIP_026,PORT_TUNI,PORT_TANG,mixed,223,47,in_transit
CTN_0424,SHIP_026,PORT_PIRA,PORT_TUNI,inverters,384,26,in_transit
CTN_0425,SHIP_026,PORT_FELI,PORT_TUNI,panels,261,45,delayed
CTN_0426,SHIP_026,PORT_ALGI,PORT_ALEX,racking,172,32,delayed
CTN_0427,SHIP_026,PORT_HAMB,PORT_TANG,inverters,342,9,delayed
CTN_0428,SHIP_026,PORT_ROTT,PORT_TANG,inverters,237,22,delivered
CTN_0429,SHIP_026,PORT_PIRA,PORT_ALGI,panels,81,42,in_transit
CTN_0430,SHIP_026,PORT_SHAN,PORT_ALGI,racking,69,34,delivered
CTN_0431,SHIP_026,PORT_SHAN,PORT_TUNI,panels,301,28,delayed
CTN_0432,SHIP_026,PORT_ANTW,PORT_ALGI,racking,50,67,delayed
CTN_0433,SHIP_026,PORT_FELI,PORT_TANG,mixed,446,15,delivered
CTN_0434,SHIP_026,PORT_SHAN,PORT_ALGI,inverters,383,33,delivered
CTN_0435,SHIP_026,PORT_ROTT,PORT_ALGI,inverters,275,46,delivered
CTN_0436,SHIP_026,PORT_ANTW,PORT_TUNI,mixed,200,14,delayed
CTN_0437,SHIP_026,PORT_HAMB,PORT_TRIP,racking,418,45,in_transit
CTN_0438,SHIP_026,PORT_TUNI,PORT_TRIP,panels,505,34,in_transit
CTN_0439,SHIP_027,PORT_ROTT,PORT_ANTW,mixed,319,25,delivered
CTN_0440,SHIP_027,PORT_PIRA,PORT_HAMB,racking,395,18,delivered
CTN_0441,SHIP_027,PORT_CASA,PORT_PIRA,racking,111,38,delayed
CTN_0442,SHIP_027,PORT_PIRA,PORT_PIRA,mixed,386,2,delayed
CTN_0443,SHIP_027,PORT_SHAN,PORT_FELI,panels,20,32,in_transit
CTN_0444,SHIP_027,PORT_VALE,PORT_PIRA,panels,219,18,delivered
CTN_0445,SHIP_027,PORT_SHAN,PORT_VALE,inverters,434,41,in_transit
CTN_0446,SHIP_027,PORT_ANTW,PORT_HAMB,mixed,346,38,in_transit
CTN_0447,SHIP_027,PORT_HAMB,PORT_VALE,mixed,250,18,delayed
CTN_0448,SHIP_027,PORT_ANTW,PORT_PIRA,panels,201,20,delayed
CTN_0449,SHIP_027,PORT_PIRA,PORT_FELI,racking,312,17,delivered
CTN_0450,SHIP_027,PORT_TANG,PORT_ANTW,inverters,89,45,in_transit
CTN_0451,SHIP_027,PORT_TANG,PORT_HAMB,racking,306,47,delayed
CTN_0452,SHIP_027,PORT_TUNI,PORT_VALE,mixed,382,23,in_transit
CTN_0453,SHIP_027,PORT_ANTW,PORT_PIRA,mixed,20,35,delayed
CTN_0454,SHIP_027,PORT_ROTT,PORT_FELI,racking,575,15,delivered
CTN_0455,SHIP_027,PORT_TRIP,PORT_FELI,racking,334,11,delivered
CTN_0456,SHIP_028,PORT_TANG,PORT_TRIP,mixed,420,34,in_transit
CTN_0457,SHIP_028,PORT_ANTW,PORT_TUNI,racking,188,43,delayed
CTN_0458,SHIP_028,PORT_TUNI,PORT_TANG,mixed,187,2,in_transit
CTN_0459,SHIP_028,PORT_ANTW,PORT_CASA,panels,240,19,delivered
CTN_0460,SHIP_028,PORT_ALEX,PORT_ALGI,panels,304,26,in_transit
CTN_0461,SHIP_028,PORT_TUNI,PORT_TRIP,mixed,540,36,delayed
CTN_0462,SHIP_028,PORT_VALE,PORT_ALGI,mixed,125,41,delivered
CTN_0463,SHIP_028,PORT_CASA,PORT_CASA,inverters,20,2,in_transit
CTN_0464,SHIP_028,PORT_ALEX,PORT_TANG,inverters,317,33,delayed
CTN_0465,SHIP_028,PORT_ROTT,PORT_ALGI,racking,296,35,delivered
CTN_0466,SHIP_028,PORT_TUNI,PORT_TRIP,inverters,60,51,in_transit
CTN_0467,SHIP_028,PORT_ALGI,PORT_ALEX,racking,295,45,delivered
CTN_0468,SHIP_028,PORT_FELI,PORT_ALGI,inverters,212,32,delivered
CTN_0469,SHIP_028,PORT_ALGI,PORT_TRIP,racking,98,18,in_transit
CTN_0470,SHIP_028,PORT_ANTW,PORT_TRIP,mixed,600,29,delivered
CTN_0471,SHIP_028,PORT_TANG,PORT_ALGI,racking,339,10,delayed
CTN_0472,SHIP_028,PORT_VALE,PORT_CASA,racking,332,54,delivered
CTN_0473,SHIP_028,PORT_ALEX,PORT_CASA,racking,396,54,in_transit
CTN_0474,SHIP_028,PORT_HAMB,PORT_TANG,inverters,227,19,delivered
CTN_0475,SHIP_028,PORT_SHAN,PORT_TANG,racking,423,25,delivered
CTN_0476,SHIP_028,PORT_ALEX,PORT_TUNI,mixed,595,7,in_transit
CTN_0477,SHIP_028,PORT_VALE,PORT_CASA,inverters,20,46,delayed
CTN_0478,SHIP_028,PORT_TRIP,PORT_TRIP,panels,600,25,in_transit
CTN_0479,SHIP_028,PORT_FELI,PORT_TRIP,mixed,448,21,delivered
CTN_0480,SHIP_029,PORT_TANG,PORT_FELI,racking,20,12,in_transit
CTN_0481,SHIP_029,PORT_VALE,PORT_ROTT,panels,186,27,delivered
CTN_0482,SHIP_029,PORT_SHAN,PORT_PIRA,panels,410,10,in_transit
CTN_0483,SHIP_029,PORT_PIRA,PORT_PIRA,mixed,285,39,delivered
CTN_0484,SHIP_029,PORT_VALE,PORT_PIRA,racking,464,37,in_transit
CTN_0485,SHIP_029,PORT_FELI,PORT_HAMB,inverters,175,29,in_transit
CTN_0486,SHIP_029,PORT_VALE,PORT_FELI,racking,167,23,delayed
CTN_0487,SHIP_029,PORT_PIRA,PORT_PIRA,inverters,373,38,delayed
CTN_0488,SHIP_029,PORT_CASA,PORT_ANTW,inverters,449,16,in_transit
CTN_0489,SHIP_029,PORT_FELI,PORT_ANTW,panels,232,13,in_transit
CTN_0490,SHIP_029,PORT_TUNI,PORT_VALE,mixed,199,25,in_transit
CTN_0491,SHIP_029,PORT_TRIP,PORT_ROTT,mixed,600,33,in_transit
CTN_0492,SHIP_029,PORT_SHAN,PORT_ROTT,inverters,338,37,delivered
CTN_0493,SHIP_029,PORT_TUNI,PORT_ROTT,panels,429,33,in_transit
CTN_0494,SHIP_029,PORT_ROTT,PORT_ROTT,racking,490,17,delivered
CTN_0495,SHIP_029,PORT_HAMB,PORT_HAMB,racking,111,46,delivered
CTN_0496,SHIP_029,PORT_ALEX,PORT_HAMB,inverters,334,22,delayed
CTN_0497,SHIP_029,PORT_ANTW,PORT_ROTT,inverters,126,16,delayed
CTN_0498,SHIP_029,PORT_ANTW,PORT_ROTT,racking,486,20,in_transit
CTN_0499,SHIP_029,PORT_SHAN,PORT_VALE,panels,574,13,in_transit
CTN_0500,SHIP_030,PORT_ROTT,PORT_TANG,racking,389,15,delivered
CTN_0501,SHIP_030,PORT_TANG,PORT_TUNI,mixed,458,29,in_transit
CTN_0502,SHIP_030,PORT_HAMB,PORT_TANG,mixed,320,11,delayed
CTN_0503,SHIP_030,PORT_ALEX,PORT_TANG,panels,482,54,in_transit
CTN_0504,SHIP_030,PORT_ROTT,PORT_CASA,panels,412,20,delivered
CTN_0505,SHIP_030,PORT_FELI,PORT_CASA,racking,113,35,delayed
CTN_0506,SHIP_030,PORT_SHAN,PORT_TUNI,racking,382,34,delivered
CTN_0507,SHIP_030,PORT_ALGI,PORT_TUNI,mixed,362,19,delayed
CTN_0508,SHIP_030,PORT_ROTT,PORT_CASA,mixed,200,31,in_transit
CTN_0509,SHIP_030,PORT_TUNI,PORT_ALEX,panels,131,49,in_transit
CTN_0510,SHIP_030,PORT_TUNI,PORT_CASA,mixed,596,27,delayed
CTN_0511,SHIP_030,PORT_PIRA,PORT_ALEX,inverters,266,34,in_transit
CTN_0512,SHIP_030,PORT_TUNI,PORT_CASA,inverters,425,28,in_transit
CTN_0513,SHIP_030,PORT_HAMB,PORT_CASA,panels,341,16,delivered
CTN_0514,SHIP_030,PORT_ANTW,PORT_TANG,racking,209,18,in_transit
CTN_0515,SHIP_030,PORT_ANTW,PORT_ALGI,racking,81,20,in_transit
CTN_0516,SHIP_030,PORT_PIRA,PORT_TUNI,mixed,383,40,delayed
CTN_0517,SHIP_030,PORT_VALE,PORT_TANG,mixed,169,21,delayed
CTN_0518,SHIP_030,PORT_TRIP,PORT_TUNI,panels,460,40,in_transit
CTN_0519,SHIP_030,PORT_CASA,PORT_ALGI,mixed,417,4,delivered
CTN_0520,SHIP_030,PORT_TRIP,PORT_TANG,inverters,394,36,in_transit
CTN_0521,SHIP_030,PORT_ROTT,PORT_TANG,panels,193,38,in_transit
CTN_0522,SHIP_030,PORT_TANG,PORT_ALEX,panels,153,19,in_transit
CTN_0523,SHIP_030,PORT_TUNI,PORT_ALGI,inverters,87,18,delayed
CTN_0524,SHIP_030,PORT_CASA,PORT_CASA,mixed,283,46,in_transit
CTN_0525,SHIP_030,PORT_TRIP,PORT_CASA,racking,454,24,delivered
CTN_0526,SHIP_030,PORT_ANTW,PORT_TUNI,inverters,254,47,delayed
CTN_0527,SHIP_030,PORT_ANTW,PORT_TANG,racking,372,35,in_transit
CTN_0528,SHIP_030,PORT_FELI,PORT_TANG,panels,306,29,in_transit
CTN_0529,SHIP_030,PORT_TUNI,PORT_TRIP,panels,453,37,delivered
CTN_0530,SHIP_030,PORT_SHAN,PORT_ALGI,racking,600,45,in_transit
CTN_0531,SHIP_030,PORT_ROTT,PORT_TANG,mixed,51,2,in_transit
CTN_0532,SHIP_030,PORT_SHAN,PORT_TANG,mixed,163,29,delayed
CTN_0533,SHIP_031,PORT_CASA,PORT_ANTW,racking,82,23,delivered
CTN_0534,SHIP_031,PORT_CASA,PORT_PIRA,panels,430,23,delivered
CTN_0535,SHIP_031,PORT_TUNI,PORT_FELI,racking,411,44,in_transit
CTN_0536,SHIP_031,PORT_ROTT,PORT_FELI,panels,172,34,in_transit
CTN_0537,SHIP_031,PORT_CASA,PORT_ANTW,inverters,351,17,delivered
CTN_0538,SHIP_031,PORT_TANG,PORT_VALE,mixed,328,47,delayed
CTN_0539,SHIP_031,PORT_ROTT,PORT_ROTT,panels,445,24,delayed
CTN_0540,SHIP_031,PORT_TANG,PORT_VALE,panels,547,17,delivered
CTN_0541,SHIP_031,PORT_PIRA,PORT_PIRA,mixed,136,35,in_transit
CTN_0542,SHIP_031,PORT_TANG,PORT_HAMB,mixed,359,2,delayed
CTN_0543,SHIP_031,PORT_TRIP,PORT_ANTW,racking,177,46,delayed
CTN_0544,SHIP_031,PORT_ROTT,PORT_ROTT,inverters,243,2,delayed
CTN_0545,SHIP_031,PORT_CASA,PORT_FELI,inverters,20,19,delivered
CTN_0546,SHIP_031,PORT_PIRA,PORT_ANTW,inverters,415,22,delayed
CTN_0547,SHIP_031,PORT_PIRA,PORT_PIRA,inverters,451,10,in_transit
CTN_0548,SHIP_031,PORT_ANTW,PORT_HAMB,inverters,146,27,delivered
CTN_0549,SHIP_031,PORT_ALEX,PORT_ROTT,inverters,383,21,delayed
CTN_0550,SHIP_031,PORT_ROTT,PORT_VALE,panels,291,23,delivered
CTN_0551,SHIP_031,PORT_VALE,PORT_ROTT,mixed,600,44,in_transit
CTN_0552,SHIP_031,PORT_HAMB,PORT_VALE,mixed,377,37,delivered
CTN_0553,SHIP_031,PORT_FELI,PORT_ROTT,racking,233,22,delivered
CTN_0554,SHIP_031,PORT_SHAN,PORT_VALE,inverters,321,46,in_transit
CTN_0555,SHIP_032,PORT_ANTW,PORT_TANG,panels,470,42,delayed
CTN_0556,SHIP_032,PORT_TRIP,PORT_ALGI,racking,325,42,delivered
CTN_0557,SHIP_032,PORT_TRIP,PORT_ALGI,racking,388,31,delayed
CTN_0558,SHIP_032,PORT_ANTW,PORT_TRIP,racking,303,29,delayed
CTN_0559,SHIP_032,PORT_ROTT,PORT_ALGI,racking,308,26,delivered
CTN_0560,SHIP_032,PORT_TRIP,PORT_TRIP,inverters,138,6,in_transit
CTN_0561,SHIP_032,PORT_PIRA,PORT_CASA,panels,553,42,delivered
CTN_0562,SHIP_032,PORT_TANG,PORT_TRIP,racking,338,33,delivered
CTN_0563,SHIP_032,PORT_TRIP,PORT_TRIP,panels,310,36,delivered
CTN_0564,SHIP_032,PORT_VALE,PORT_TRIP,racking,248,2,delivered
CTN_0565,SHIP_032,PORT_PIRA,PORT_ALGI,panels,221,15,delivered
CTN_0566,SHIP_032,PORT_HAMB,PORT_TANG,panels,20,33,delayed
CTN_0567,SHIP_033,PORT_ALGI,PORT_PIRA,panels,305,26,in_transit
CTN_0568,SHIP_033,PORT_ALGI,PORT_PIRA,mixed,262,7,in_transit
CTN_0569,SHIP_033,PORT_SHAN,PORT_VALE,racking,299,21,in_transit
CTN_0570,SHIP_033,PORT_ROTT,PORT_ROTT,mixed,155,26,in_transit
CTN_0571,SHIP_033,PORT_ROTT,PORT_HAMB,mixed,582,20,delivered
CTN_0572,SHIP_033,PORT_ALGI,PORT_HAMB,inverters,296,22,in_transit
CTN_0573,SHIP_033,PORT_FELI,PORT_VALE,inverters,139,4,delayed
CTN_0574,SHIP_034,PORT_FELI,PORT_PIRA,inverters,390,16,delayed
CTN_0575,SHIP_034,PORT_CASA,PORT_ANTW,mixed,226,36,in_transit
CTN_0576,SHIP_034,PORT_CASA,PORT_VALE,inverters,458,7,delayed
CTN_0577,SHIP_034,PORT_TANG,PORT_ANTW,racking,551,37,delivered
CTN_0578,SHIP_034,PORT_CASA,PORT_HAMB,racking,294,2,delivered
CTN_0579,SHIP_034,PORT_TUNI,PORT_HAMB,panels,246,13,delayed
CTN_0580,SHIP_034,PORT_CASA,PORT_HAMB,inverters,442,32,delayed
CTN_0581,SHIP_034,PORT_CASA,PORT_PIRA,panels,283,46,in_transit
CTN_0582,SHIP_034,PORT_VALE,PORT_VALE,inverters,356,36,delivered
CTN_0583,SHIP_034,PORT_SHAN,PORT_HAMB,mixed,419,6,in_transit
CTN_0584,SHIP_034,PORT_HAMB,PORT_ROTT,mixed,316,11,delayed
CTN_0585,SHIP_034,PORT_ALEX,PORT_FELI,racking,315,26,delivered
CTN_0586,SHIP_034,PORT_FELI,PORT_PIRA,panels,307,31,delayed
CTN_0587,SHIP_034,PORT_TANG,PORT_HAMB,panels,251,24,delayed
CTN_0588,SHIP_034,PORT_HAMB,PORT_VALE,panels,294,6,in_transit
CTN_0589,SHIP_034,PORT_CASA,PORT_PIRA,racking,408,52,delayed
CTN_0590,SHIP_034,PORT_CASA,PORT_VALE,panels,159,27,delayed
CTN_0591,SHIP_034,PORT_TANG,PORT_HAMB,mixed,88,10,delivered
CTN_0592,SHIP_034,PORT_ALEX,PORT_HAMB,inverters,600,50,in_transit
CTN_0593,SHIP_034,PORT_TANG,PORT_ANTW,mixed,440,7,in_transit
CTN_0594,SHIP_034,PORT_SHAN,PORT_VALE,inverters,383,10,delivered
CTN_0595,SHIP_034,PORT_TANG,PORT_ROTT,racking,267,47,delivered
CTN_0596,SHIP_035,PORT_ALEX,PORT_ROTT,mixed,446,50,delayed
CTN_0597,SHIP_035,PORT_TUNI,PORT_FELI,inverters,410,34,in_transit
CTN_0598,SHIP_035,PORT_PIRA,PORT_VALE,panels,118,16,in_transit
CTN_0599,SHIP_035,PORT_TUNI,PORT_ROTT,inverters,516,29,delayed
CTN_0600,SHIP_035,PORT_FELI,PORT_VALE,panels,265,39,delivered
CTN_0601,SHIP_035,PORT_FELI,PORT_ROTT,racking,395,12,delayed
CTN_0602,SHIP_035,PORT_TRIP,PORT_ROTT,inverters,273,37,delivered
CTN_0603,SHIP_035,PORT_ROTT,PORT_HAMB,inverters,377,9,in_transit
CTN_0604,SHIP_035,PORT_VALE,PORT_ANTW,mixed,354,25,delayed
CTN_0605,SHIP_035,PORT_SHAN,PORT_PIRA,panels,302,40,delivered
CTN_0606,SHIP_035,PORT_HAMB,PORT_ANTW,panels,253,6,delivered
CTN_0607,SHIP_035,PORT_CASA,PORT_ROTT,panels,358,10,delivered
CTN_0608,SHIP_035,PORT_PIRA,PORT_HAMB,mixed,534,27,delivered
CTN_0609,SHIP_035,PORT_ALGI,PORT_ANTW,panels,371,10,delivered
CTN_0610,SHIP_035,PORT_ALGI,PORT_HAMB,inverters,429,18,delivered
CTN_0611,SHIP_035,PORT_ALGI,PORT_ROTT,racking,277,36,delayed
CTN_0612,SHIP_035,PORT_CASA,PORT_PIRA,panels,541,46,delivered
CTN_0613,SHIP_035,PORT_TRIP,PORT_ROTT,inverters,189,12,delivered
CTN_0614,SHIP_035,PORT_VALE,PORT_PIRA,panels,439,26,delivered
CTN_0615,SHIP_035,PORT_ROTT,PORT_PIRA,panels,387,18,delivered
CTN_0616,SHIP_035,PORT_VALE,PORT_HAMB,mixed,112,27,in_transit
CTN_0617,SHIP_035,PORT_PIRA,PORT_VALE,mixed,408,12,delayed
CTN_0618,SHIP_035,PORT_HAMB,PORT_FELI,panels,409,42,delivered
CTN_0619,SHIP_035,PORT_HAMB,PORT_FELI,inverters,293,21,in_transit
CTN_0620,SHIP_036,PORT_FELI,PORT_MUSC,mixed,384,10,in_transit
CTN_0621,SHIP_036,PORT_CASA,PORT_DOHA,panels,312,29,in_transit
CTN_0622,SHIP_036,PORT_PIRA,PORT_DOHA,inverters,146,33,in_transit
CTN_0623,SHIP_036,PORT_CASA,PORT_DAMM,mixed,293,50,delayed
CTN_0624,SHIP_036,PORT_HAMB,PORT_DOHA,inverters,244,67,in_transit
CTN_0625,SHIP_036,PORT_ANTW,PORT_AQAB,inverters,34,51,delayed
CTN_0626,SHIP_036,PORT_PIRA,PORT_JEDD,inverters,92,52,delivered
CTN_0627,SHIP_036,PORT_CASA,PORT_DAMM,panels,53,52,delayed
CTN_0628,SHIP_036,PORT_ROTT,PORT_MUSC,mixed,397,19,delivered
CTN_0629,SHIP_036,PORT_ALGI,PORT_AQAB,panels,22,43,delayed
CTN_0630,SHIP_036,PORT_ALGI,PORT_JEDD,panels,352,26,in_transit
CTN_0631,SHIP_036,PORT_TUNI,PORT_DOHA,inverters,167,46,in_transit
CTN_0632,SHIP_036,PORT_TRIP,PORT_MUSC,mixed,307,16,delayed
CTN_0633,SHIP_036,PORT_TANG,PORT_DUBA,racking,409,48,delivered
CTN_0634,SHIP_036,PORT_FELI,PORT_JEDD,racking,274,11,in_transit
CTN_0635,SHIP_036,PORT_VALE,PORT_AQAB,mixed,336,10,delivered
CTN_0636,SHIP_036,PORT_ALEX,PORT_MUSC,racking,286,20,in_transit
CTN_0637,SHIP_036,PORT_SHAN,PORT_DAMM,racking,513,24,delayed
CTN_0638,SHIP_037,PORT_HAMB,PORT_ALGI,inverters,339,43,delivered
CTN_0639,SHIP_037,PORT_ANTW,PORT_TANG,panels,352,27,in_transit
CTN_0640,SHIP_037,PORT_PIRA,PORT_TUNI,racking,301,30,delayed
CTN_0641,SHIP_037,PORT_FELI,PORT_TANG,panels,347,27,delayed
CTN_0642,SHIP_037,PORT_VALE,PORT_CASA,mixed,135,4,delivered
CTN_0643,SHIP_037,PORT_SHAN,PORT_ALGI,inverters,379,39,in_transit
CTN_0644,SHIP_037,PORT_ROTT,PORT_ALGI,inverters,596,14,delayed
