id,name,role,region,project_id,skill_level
W_0587,Worker_587,supervisor,europe,P_003,3
W_0588,Worker_588,safety,europe,P_001,3
W_0589,Worker_589,electrician,europe,P_019,3
W_0590,Worker_590,supervisor,europe,P_001,2
W_0591,Worker_591,installer,europe,P_003,4
W_0592,Worker_592,engineer,europe,P_006,2
W_0593,Worker_593,safety,europe,P_003,4
W_0594,Worker_594,engineer,europe,P_001,5
W_0595,Worker_595,supervisor,europe,P_007,3
W_0596,Worker_596,supervisor,europe,P_006,4
W_0597,Worker_597,installer,europe,P_010,2
W_0598,Worker_598,electrician,europe,P_015,3
W_0599,Worker_599,installer,europe,P_008,3
W_0600,Worker_600,safety,europe,P_001,4
W_0601,Worker_601,engineer,europe,P_010,1
W_0602,Worker_602,electrician,europe,P_008,4
W_0603,Worker_603,electrician,europe,P_013,2
W_0604,Worker_604,supervisor,europe,P_001,3
W_0605,Worker_605,supervisor,europe,P_017,5
W_0606,Worker_606,installer,europe,P_012,4
W_0607,Worker_607,supervisor,europe,P_001,3
W_0608,Worker_608,engineer,europe,P_003,3
W_0609,Worker_609,installer,europe,P_013,4
W_0610,Worker_610,installer,europe,P_015,4
W_0611,Worker_611,engineer,europe,P_007,3
W_0612,Worker_612,safety,europe,P_009,3
W_0613,Worker_613,installer,europe,P_013,3
W_0614,Worker_614,installer,europe,P_013,3
W_0615,Worker_615,installer,europe,P_015,2
W_0616,Worker_616,electrician,europe,P_002,4
W_0617,Worker_617,installer,na,P_021,2
W_0618,Worker_618,supervisor,na,P_030,4
W_0619,Worker_619,safety,na,P_021,3
W_0620,Worker_620,installer,na,P_034,4
W_0621,Worker_621,electrician,na,P_024,3
W_0622,Worker_622,safety,na,P_033,3
W_0623,Worker_623,installer,na,P_030,3
W_0624,Worker_624,engineer,na,P_034,3
W_0625,Worker_625,engineer,na,P_033,5
W_0626,Worker_626,electrician,na,P_025,5
W_0627,Worker_627,electrician,na,P_024,5
W_0628,Worker_628,electrician,na,P_028,3
W_0629,Worker_629,electrician,na,P_030,2
W_0630,Worker_630,supervisor,na,P_027,4
W_0631,Worker_631,engineer,na,P_027,3
W_0632,Worker_632,supervisor,na,P_022,4
W_0633,Worker_633,supervisor,na,P_030,2
W_0634,Worker_634,supervisor,na,P_031,3
W_0635,Worker_635,electrician,na,P_023,4
W_0636,Worker_636,safety,na,P_027,3
W_0637,Worker_637,installer,na,P_029,3
W_0638,Worker_638,supervisor,na,P_024,2
W_0639,Worker_639,electrician,na,P_027,2
W_0640,Worker_640,engineer,na,P_033,3
W_0641,Worker_641,safety,na,P_022,3
W_0642,Worker_642,installer,na,P_034,4
W_0643,Worker_643,safety,na,P_027,1
W_0644,Worker_644,safety,na,P_033,3
W_0645,Worker_645,electrician,na,P_026,2
W_0646,Worker_646,engineer,na,P_023,3
W_0647,Worker_647,engineer,na,P_031,1
W_0648,Worker_648,installer,na,P_030,2
W_0649,Worker_649,supervisor,na,P_026,4
W_0650,Worker_650,supervisor,na,P_029,2
W_0651,Worker_651,electrician,na,P_031,4
W_0652,Worker_652,engineer,na,P_022,4
W_0653,Worker_653,supervisor,na,P_035,3
W_0654,Worker_654,installer,na,P_029,4
W_0655,Worker_655,installer,na,P_024,3
W_0656,Worker_656,safety,na,P_028,4
W_0657,Worker_657,electrician,na,P_024,2
W_0658,Worker_658,installer,na,P_024,4
W_0659,Worker_659,electrician,na,P_024,1
W_0660,Worker_660,installer,na,P_032,2
W_0661,Worker_661,electrician,na,P_033,2
W_0662,Worker_662,installer,na,P_029,2
W_0663,Worker_663,safety,na,P_033,3
W_0664,Worker_664,installer,na,P_025,3
W_0665,Worker_665,safety,na,P_020,4
W_0666,Worker_666,installer,na,P_029,4
W_0667,Worker_667,engineer,na,P_031,1
W_0668,Worker_668,engineer,na,P_028,4
W_0669,Worker_669,electrician,na,P_035,3
W_0670,Worker_670,engineer,na,P_027,5
W_0671,Worker_671,safety,na,P_021,2
W_0672,Worker_672,electrician,na,P_035,1
W_0673,Worker_673,engineer,na,P_029,4
W_0674,Worker_674,engineer,na,P_029,4
W_0675,Worker_675,installer,na,P_023,2
W_0676,Worker_676,engineer,na,P_020,2
W_0677,Worker_677,supervisor,na,P_028,4
W_0678,Worker_678,supervisor,na,P_026,3
W_0679,Worker_679,installer,na,P_027,3
W_0680,Worker_680,safety,na,P_026,3
W_0681,Worker_681,supervisor,na,P_027,3
W_0682,Worker_682,supervisor,na,P_024,2
W_0683,Worker_683,engineer,na,P_027,4
W_0684,Worker_684,engineer,na,P_034,4
W_0685,Worker_685,engineer,na,P_033,3
W_0686,Worker_686,electrician,na,P_021,4
W_0687,Worker_687,safety,na,P_035,5
W_0688,Worker_688,installer,na,P_024,2
W_0689,Worker_689,electrician,na,P_022,3
W_0690,Worker_690,engineer,na,P_034,3
W_0691,Worker_691,engineer,na,P_029,4
W_0692,Worker_692,engineer,na,P_030,2
W_0693,Worker_693,electrician,na,P_031,4
W_0694,Worker_694,installer,na,P_022,3
W_0695,Worker_695,installer,na,P_026,2
W_0696,Worker_696,engineer,na,P_021,3
W_0697,Worker_697,engineer,na,P_022,2
W_0698,Worker_698,supervisor,na,P_021,3
W_0699,Worker_699,engineer,na,P_020,3
W_0700,Worker_700,electrician,na,P_033,1
W_0701,Worker_701,installer,na,P_024,3
W_0702,Worker_702,installer,na,P_022,3
W_0703,Worker_703,supervisor,na,P_023,4
W_0704,Worker_704,electrician,na,P_035,4
W_0705,Worker_705,electrician,na,P_032,2
W_0706,Worker_706,engineer,na,P_032,3
W_0707,Worker_707,engineer,na,P_028,3
W_0708,Worker_708,installer,na,P_022,3
W_0709,Worker_709,installer,na,P_035,2
W_0710,Worker_710,engineer,na,P_029,3
W_0711,Worker_711,safety,na,P_031,3
W_0712,Worker_712,safety,na,P_029,2
W_0713,Worker_713,safety,na,P_030,4
W_0714,Worker_714,supervisor,na,P_029,3
W_0715,Worker_715,safety,na,P_035,4
W_0716,Worker_716,supervisor,na,P_026,3
W_0717,Worker_717,electrician,na,P_028,5
W_0718,Worker_718,electrician,na,P_031,3
W_0719,Worker_719,supervisor,na,P_033,4
W_0720,Worker_720,installer,na,P_030,4
W_0721,Worker_721,installer,na,P_021,3
W_0722,Worker_722,safety,na,P_021,3
W_0723,Worker_723,installer,na,P_028,2
W_0724,Worker_724,safety,na,P_022,5
W_0725,Worker_725,installer,na,P_030,3
W_0726,Worker_726,safety,na,P_025,2
W_0727,Worker_727,safety,na,P_033,4
W_0728,Worker_728,installer,na,P_030,3
W_0729,Worker_729,supervisor,na,P_032,4
W_0730,Worker_730,safety,na,P_032,1
W_0731,Worker_731,installer,na,P_028,4
W_0732,Worker_732,engineer,na,P_025,3
W_0733,Worker_733,safety,na,P_030,2
W_0734,Worker_734,installer,na,P_028,3
W_0735,Worker_735,safety,na,P_022,5
W_0736,Worker_736,installer,na,P_031,2
W_0737,Worker_737,engineer,na,P_024,2
W_0738,Worker_738,installer,na,P_035,3
W_0739,Worker_739,safety,na,P_032,3
W_0740,Worker_740,engineer,na,P_026,4
W_0741,Worker_741,safety,na,P_022,3
W_0742,Worker_742,electrician,na,P_022,3
W_0743,Worker_743,engineer,na,P_032,3
W_0744,Worker_744,installer,na,P_034,5
W_0745,Worker_745,engineer,na,P_021,4
W_0746,Worker_746,safety,na,P_023,3
W_0747,Worker_747,engineer,na,P_033,3
W_0748,Worker_748,engineer,na,P_025,3
W_0749,Worker_749,engineer,na,P_020,4
W_0750,Worker_750,installer,na,P_026,2
W_0751,Worker_751,safety,na,P_023,4
W_0752,Worker_752,installer,na,P_024,3
W_0753,Worker_753,engineer,na,P_023,3
W_0754,Worker_754,installer,na,P_023,5
W_0755,Worker_755,installer,na,P_026,4
W_0756,Worker_756,electrician,na,P_030,3
W_0757,Worker_757,installer,na,P_025,3
W_0758,Worker_758,engineer,na,P_033,4
W_0759,Worker_759,supervisor,na,P_035,4
W_0760,Worker_760,electrician,na,P_030,1
W_0761,Worker_761,electrician,na,P_033,1
W_0762,Worker_762,safety,na,P_033,3
W_0763,Worker_763,electrician,na,P_025,3
W_0764,Worker_764,electrician,na,P_031,3
W_0765,Worker_765,engineer,na,P_025,3
W_0766,Worker_766,engineer,na,P_026,4
W_0767,Worker_767,safety,na,P_022,4
W_0768,Worker_768,supervisor,na,P_028,1
W_0769,Worker_769,electrician,na,P_032,1
W_0770,Worker_770,safety,na,P_032,3
W_0771,Worker_771,safety,na,P_032,4
W_0772,Worker_772,safety,na,P_025,2
W_0773,Worker_773,installer,na,P_034,1
W_0774,Worker_774,engineer,na,P_030,3
W_0775,Worker_775,supervisor,na,P_028,3
W_0776,Worker_776,engineer,na,P_034,3
W_0777,Worker_777,supervisor,na,P_030,4
W_0778,Worker_778,engineer,na,P_029,3
W_0779,Worker_779,supervisor,na,P_034,2
W_0780,Worker_780,engineer,na,P_025,2
W_0781,Worker_781,installer,na,P_033,3
W_0782,Worker_782,supervisor,na,P_030,3
W_0783,Worker_783,engineer,na,P_027,1
W_0784,Worker_784,supervisor,na,P_023,3
W_0785,Worker_785,electrician,na,P_025,2
W_0786,Worker_786,electrician,na,P_028,3
W_0787,Worker_787,engineer,na,P_027,2
W_0788,Worker_788,engineer,na,P_027,5
W_0789,Worker_789,electrician,na,P_027,4
W_0790,Worker_790,engineer,na,P_025,5
W_0791,Worker_791,supervisor,na,P_026,3
W_0792,Worker_792,engineer,na,P_033,4
W_0793,Worker_793,electrician,na,P_029,3
W_0794,Worker_794,supervisor,na,P_034,2
W_0795,Worker_795,safety,na,P_034,3
W_0796,Worker_796,supervisor,na,P_024,4
W_0797,Worker_797,electrician,na,P_029,2
W_0798,Worker_798,electrician,na,P_022,4
W_0799,Worker_799,supervisor,na,P_031,3
W_0800,Worker_800,safety,na,P_031,4
W_0801,Worker_801,installer,na,P_030,3
W_0802,Worker_802,safety,na,P_021,1
W_0803,Worker_803,installer,na,P_026,3
W_0804,Worker_804,installer,na,P_033,4
W_0805,Worker_805,supervisor,na,P_027,3
W_0806,Worker_806,supervisor,na,P_027,3
W_0807,Worker_807,engineer,na,P_024,3
W_0808,Worker_808,engineer,na,P_035,1
W_0809,Worker_809,engineer,na,P_025,4
W_0810,Worker_810,safety,na,P_021,1
W_0811,Worker_811,installer,na,P_029,4
W_0812,Worker_812,engineer,na,P_029,3
W_0813,Worker_813,installer,na,P_021,3
W_0814,Worker_814,installer,na,P_028,1
W_0815,Worker_815,engineer,na,P_020,4
W_0816,Worker_816,engineer,na,P_023,4
W_0817,Worker_817,electrician,na,P_027,4
W_0818,Worker_818,engineer,na,P_025,1
W_0819,Worker_819,supervisor,na,P_026,2
W_0820,Worker_820,electrician,na,P_031,3
W_0821,Worker_821,safety,na,P_021,4
W_0822,Worker_822,safety,na,P_025,2
W_0823,Worker_823,supervisor,na,P_028,2
W_0824,Worker_824,installer,na,P_024,3
W_0825,Worker_825,installer,na,P_027,5
W_0826,Worker_826,supervisor,na,P_023,2
W_0827,Worker_827,safety,na,P_031,3
W_0828,Worker_828,installer,na,P_033,3
W_0829,Worker_829,supervisor,na,P_028,3
W_0830,Worker_830,engineer,na,P_029,4
W_0831,Worker_831,electrician,na,P_031,3
W_0832,Worker_832,safety,na,P_028,5
W_0833,Worker_833,supervisor,na,P_030,3
W_0834,Worker_834,electrician,na,P_030,4
W_0835,Worker_835,engineer,na,P_032,3
W_0836,Worker_836,safety,na,P_028,2
W_0837,Worker_837,supervisor,na,P_022,3
W_0838,Worker_838,engineer,na,P_024,4
W_0839,Worker_839,supervisor,na,P_028,2
W_0840,Worker_840,safety,na,P_030,4
W_0841,Worker_841,safety,na,P_021,3
W_0842,Worker_842,safety,na,P_033,2
W_0843,Worker_843,electrician,na,P_023,5
W_0844,Worker_844,supervisor,na,P_029,2
W_0845,Worker_845,electrician,na,P_035,3
W_0846,Worker_846,safety,na,P_030,4
W_0847,Worker_847,supervisor,na,P_026,3
W_0848,Worker_848,safety,na,P_027,2
W_0849,Worker_849,electrician,na,P_028,2
W_0850,Worker_850,engineer,na,P_032,5
W_0851,Worker_851,engineer,na,P_023,4
W_0852,Worker_852,supervisor,na,P_033,4
W_0853,Worker_853,installer,na,P_023,3
W_0854,Worker_854,engineer,na,P_021,3
W_0855,Worker_855,installer,na,P_025,3
W_0856,Worker_856,electrician,na,P_021,3
W_0857,Worker_857,installer,na,P_022,1
W_0858,Worker_858,electrician,na,P_023,4
W_0859,Worker_859,electrician,na,P_022,3
W_0860,Worker_860,electrician,na,P_029,2
W_0861,Worker_861,engineer,na,P_026,3
W_0862,Worker_862,installer,na,P_027,3
W_0863,Worker_863,safety,na,P_030,4
W_0864,Worker_864,electrician,na,P_025,3
W_0865,Worker_865,electrician,na,P_020,2
W_0866,Worker_866,engineer,na,P_022,3
W_0867,Worker_867,supervisor,na,P_029,4
W_0868,Worker_868,electrician,na,P_030,4
W_0869,Worker_869,electrician,na,P_026,4
W_0870,Worker_870,electrician,na,P_035,4
W_0871,Worker_871,supervisor,na,P_027,4
W_0872,Worker_872,engineer,na,P_027,2
W_0873,Worker_873,safety,na,P_021,4
W_0874,Worker_874,electrician,na,P_034,4
W_0875,Worker_875,safety,na,P_025,4
W_0876,Worker_876,safety,na,P_021,2
W_0877,Worker_877,installer,na,P_028,3
W_0878,Worker_878,installer,na,P_022,2
W_0879,Worker_879,supervisor,na,P_035,3
W_0880,Worker_880,safety,na,P_021,3
W_0881,Worker_881,safety,na,P_035,3
W_0882,Worker_882,engineer,na,P_022,3
W_0883,Worker_883,engineer,na,P_031,2
W_0884,Worker_884,installer,na,P_027,2
W_0885,Worker_885,safety,na,P_031,4
W_0886,Worker_886,safety,na,P_028,4
W_0887,Worker_887,safety,na,P_030,3
W_0888,Worker_888,safety,na,P_021,4
W_0889,Worker_889,safety,na,P_031,3
W_0890,Worker_890,installer,na,P_023,4
W_0891,Worker_891,installer,na,P_020,4
W_0892,Worker_892,supervisor,na,P_034,5
W_0893,Worker_893,safety,na,P_027,3
W_0894,Worker_894,safety,na,P_031,4
W_0895,Worker_895,electrician,na,P_026,3
W_0896,Worker_896,supervisor,na,P_032,3
W_0897,Worker_897,engineer,na,P_033,3
W_0898,Worker_898,electrician,na,P_025,5
W_0899,Worker_899,electrician,na,P_031,3
W_0900,Worker_900,supervisor,na,P_020,4
W_0901,Worker_901,safety,na,P_024,5
W_0902,Worker_902,installer,na,P_034,4
W_0903,Worker_903,installer,na,P_023,4
W_0904,Worker_904,safety,na,P_031,3
W_0905,Worker_905,engineer,na,P_024,3
W_0906,Worker_906,installer,na,P_033,3
W_0907,Worker_907,electrician,na,P_024,5
W_0908,Worker_908,supervisor,na,P_020,2
W_0909,Worker_909,electrician,na,P_025,3
W_0910,Worker_910,safety,na,P_026,4
W_0911,Worker_911,installer,na,P_021,4
W_0912,Worker_912,safety,na,P_031,3
W_0913,Worker_913,engineer,na,P_034,1
W_0914,Worker_914,installer,na,P_021,2
W_0915,Worker_915,installer,na,P_021,3
W_0916,Worker_916,supervisor,na,P_035,1
W_0917,Worker_917,installer,na,P_028,4
W_0918,Worker_918,supervisor,na,P_033,4
W_0919,Worker_919,electrician,na,P_030,4
W_0920,Worker_920,installer,na,P_020,4
W_0921,Worker_921,engineer,na,P_022,1
W_0922,Worker_922,safety,na,P_020,1
W_0923,Worker_923,supervisor,na,P_026,3
W_0924,Worker_924,installer,na,P_031,2
W_0925,Worker_925,installer,na,P_024,2
W_0926,Worker_926,safety,na,P_034,3
W_0927,Worker_927,safety,na,P_020,5
W_0928,Worker_928,installer,na,P_034,5
W_0929,Worker_929,engineer,na,P_028,2
W_0930,Worker_930,electrician,na,P_023,3
W_0931,Worker_931,safety,na,P_021,3
W_0932,Worker_932,engineer,na,P_030,3
W_0933,Worker_933,installer,na,P_027,4
W_0934,Worker_934,installer,na,P_028,3
W_0935,Worker_935,electrician,na,P_022,2
W_0936,Worker_936,electrician,na,P_023,2
W_0937,Worker_937,electrician,na,P_035,3
W_0938,Worker_938,supervisor,na,P_021,1
W_0939,Worker_939,electrician,na,P_024,3
W_0940,Worker_940,engineer,na,P_024,3
W_0941,Worker_941,electrician,na,P_024,1
W_0942,Worker_942,safety,na,P_033,3
W_0943,Worker_943,installer,na,P_031,2
W_0944,Worker_944,installer,na,P_032,3
W_0945,Worker_945,installer,na,P_024,3
W_0946,Worker_946,engineer,na,P_026,3
W_0947,Worker_947,engineer,na,P_031,4
W_0948,Worker_948,safety,na,P_032,1
W_0949,Worker_949,safety,na,P_023,2
W_0950,Worker_950,electrician,na,P_033,3
W_0951,Worker_951,supervisor,na,P_028,1
W_0952,Worker_952,supervisor,na,P_024,4
W_0953,Worker_953,installer,na,P_022,2
W_0954,Worker_954,engineer,na,P_034,4
W_0955,Worker_955,electrician,na,P_024,4
W_0956,Worker_956,safety,na,P_030,3
W_0957,Worker_957,engineer,na,P_020,3
W_0958,Worker_958,engineer,na,P_026,2
W_0959,Worker_959,supervisor,na,P_032,3
W_0960,Worker_960,supervisor,na,P_023,4
W_0961,Worker_961,safety,na,P_029,3
W_0962,Worker_962,electrician,na,P_035,4
W_0963,Worker_963,supervisor,na,P_035,3
W_0964,Worker_964,supervisor,na,P_029,3
W_0965,Worker_965,engineer,na,P_021,2
W_0966,Worker_966,engineer,na,P_022,5
W_0967,Worker_967,electrician,na,P_032,2
W_0968,Worker_968,engineer,na,P_023,4
W_0969,Worker_969,installer,na,P_028,4
W_0970,Worker_970,supervisor,na,P_021,4
W_0971,Worker_971,supervisor,na,P_029,2
W_0972,Worker_972,installer,na,P_035,2
W_0973,Worker_973,safety,na,P_026,3
W_0974,Worker_974,supervisor,na,P_027,4
W_0975,Worker_975,installer,na,P_033,2
W_0976,Worker_976,engineer,na,P_021,3
W_0977,Worker_977,electrician,na,P_022,2
W_0978,Worker_978,safety,na,P_027,3
W_0979,Worker_979,engineer,na,P_030,3
W_0980,Worker_980,supervisor,na,P_024,5
W_0981,Worker_981,installer,na,P_025,4
W_0982,Worker_982,engineer,na,P_028,2
W_0983,Worker_983,supervisor,na,P_034,2
W_0984,Worker_984,electrician,na,P_020,4
W_0985,Worker_985,installer,na,P_030,3
W_0986,Worker_986,installer,na,P_022,5
W_0987,Worker_987,electrician,na,P_027,5
W_0988,Worker_988,supervisor,na,P_035,2
W_0989,Worker_989,supervisor,na,P_033,3
W_0990,Worker_990,electrician,na,P_021,2
W_0991,Worker_991,installer,na,P_033,4
W_0992,Worker_992,engineer,na,P_027,5
W_0993,Worker_993,supervisor,na,P_020,3
W_0994,Worker_994,installer,na,P_022,3
W_0995,Worker_995,engineer,na,P_028,3
W_0996,Worker_996,installer,na,P_030,4
W_0997,Worker_997,safety,na,P_023,4
W_0998,Worker_998,electrician,na,P_022,3
W_0999,Worker_999,electrician,na,P_025,2
W_1000,Worker_1000,electrician,na,P_029,3
W_1001,Worker_1001,safety,na,P_033,3
W_1002,Worker_1002,installer,na,P_031,4
W_1003,Worker_1003,electrician,na,P_027,3
W_1004,Worker_1004,installer,na,P_027,3
W_1005,Worker_1005,engineer,na,P_025,3
W_1006,Worker_1006,safety,na,P_022,2
W_1007,Worker_1007,safety,na,P_022,3
W_1008,Worker_1008,installer,na,P_021,5
W_1009,Worker_1009,electrician,na,P_033,4
W_1010,Worker_1010,installer,na,P_026,3
W_1011,Worker_1011,engineer,na,P_030,4
W_1012,Worker_1012,engineer,na,P_026,4
W_1013,Worker_1013,engineer,na,P_032,3
W_1014,Worker_1014,electrician,na,P_035,4
W_1015,Worker_1015,safety,na,P_032,4
W_1016,Worker_1016,supervisor,na,P_024,2
W_1017,Worker_1017,electrician,na,P_028,3
W_1018,Worker_1018,engineer,na,P_033,5
W_1019,Worker_1019,safety,na,P_030,5
W_1020,Worker_1020,installer,na,P_025,4
W_1021,Worker_1021,safety,na,P_032,2
W_1022,Worker_1022,electrician,na,P_033,1
W_1023,Worker_1023,electrician,na,P_025,2
W_1024,Worker_1024,engineer,na,P_021,2
W_1025,Worker_1025,engineer,na,P_021,5
W_1026,Worker_1026,electrician,na,P_033,1
W_1027,Worker_1027,installer,na,P_020,2
W_1028,Worker_1028,safety,na,P_022,3
W_1029,Worker_1029,engineer,na,P_021,3
W_1030,Worker_1030,supervisor,na,P_034,5
W_1031,Worker_1031,supervisor,na,P_035,4
W_1032,Worker_1032,electrician,na,P_031,3
W_1033,Worker_1033,safety,na,P_029,4
W_1034,Worker_1034,supervisor,na,P_033,3
W_1035,Worker_1035,safety,na,P_024,5
W_1036,Worker_1036,supervisor,na,P_024,2
W_1037,Worker_1037,supervisor,na,P_033,1
W_1038,Worker_1038,engineer,na,P_024,3
W_1039,Worker_1039,supervisor,na,P_027,1
W_1040,Worker_1040,installer,na,P_028,4
W_1041,Worker_1041,safety,na,P_021,3
W_1042,Worker_1042,safety,na,P_026,5
W_1043,Worker_1043,electrician,na,P_035,3
W_1044,Worker_1044,safety,na,P_028,2
W_1045,Worker_1045,supervisor,na,P_034,4
W_1046,Worker_1046,engineer,na,P_021,3
W_1047,Worker_1047,engineer,na,P_032,4
W_1048,Worker_1048,electrician,na,P_021,2
W_1049,Worker_1049,supervisor,na,P_029,4
W_1050,Worker_1050,electrician,na,P_034,3
W_1051,Worker_1051,supervisor,na,P_035,3
W_1052,Worker_1052,safety,na,P_030,4
W_1053,Worker_1053,supervisor,na,P_026,4
W_1054,Worker_1054,supervisor,na,P_024,2
W_1055,Worker_1055,safety,na,P_033,4
W_1056,Worker_1056,electrician,na,P_025,4
W_1057,Worker_1057,electrician,na,P_024,3
W_1058,Worker_1058,electrician,na,P_028,4
W_1059,Worker_1059,engineer,na,P_025,4
W_1060,Worker_1060,engineer,na,P_029,3
W_1061,Worker_1061,installer,na,P_028,3
W_1062,Worker_1062,electrician,na,P_034,3
W_1063,Worker_1063,safety,na,P_026,2
W_1064,Worker_1064,installer,na,P_035,3
W_1065,Worker_1065,electrician,na,P_026,3
W_1066,Worker_1066,engineer,na,P_027,3
W_1067,Worker_1067,engineer,na,P_020,3
W_1068,Worker_1068,supervisor,na,P_034,2
W_1069,Worker_1069,installer,na,P_021,4
W_1070,Worker_1070,installer,na,P_022,3
W_1071,Worker_1071,installer,na,P_030,5
W_1072,Worker_1072,safety,na,P_027,2
W_1073,Worker_1073,engineer,na,P_026,5
W_1074,Worker_1074,installer,na,P_028,3
W_1075,Worker_1075,supervisor,na,P_028,4
W_1076,Worker_1076,supervisor,na,P_021,3
W_1077,Worker_1077,supervisor,na,P_021,2
W_1078,Worker_1078,safety,na,P_021,2
W_1079,Worker_1079,electrician,na,P_031,2
W_1080,Worker_1080,engineer,na,P_024,3
W_1081,Worker_1081,installer,na,P_024,3
W_1082,Worker_1082,installer,na,P_022,3
W_1083,Worker_1083,supervisor,na,P_034,3
W_1084,Worker_1084,supervisor,na,P_025,3
W_1085,Worker_1085,installer,na,P_028,4
W_1086,Worker_1086,supervisor,na,P_021,3
W_1087,Worker_1087,supervisor,na,P_033,4
W_1088,Worker_1088,safety,na,P_031,4
W_1089,Worker_1089,supervisor,na,P_030,4
W_1090,Worker_1090,safety,na,P_033,4
W_1091,Worker_1091,electrician,na,P_023,3
W_1092,Worker_1092,engineer,na,P_020,4
W_1093,Worker_1093,engineer,na,P_021,3
W_1094,Worker_1094,electrician,na,P_034,2
W_1095,Worker_1095,supervisor,na,P_024,3
W_1096,Worker_1096,engineer,na,P_031,2
W_1097,Worker_1097,supervisor,na,P_032,2
W_1098,Worker_1098,supervisor,na,P_034,4
W_1099,Worker_1099,electrician,na,P_025,5
W_1100,Worker_1100,engineer,na,P_020,3
W_1101,Worker_1101,supervisor,na,P_025,4
W_1102,Worker_1102,electrician,na,P_029,1
W_1103,Worker_1103,safety,na,P_032,1
W_1104,Worker_1104,supervisor,na,P_032,4
W_1105,Worker_1105,safety,na,P_029,4
W_1106,Worker_1106,installer,na,P_024,3
W_1107,Worker_1107,supervisor,na,P_026,5
W_1108,Worker_1108,electrician,na,P_021,3
W_1109,Worker_1109,supervisor,na,P_032,2
W_1110,Worker_1110,engineer,na,P_031,2
W_1111,Worker_1111,safety,na,P_020,3
W_1112,Worker_1112,engineer,na,P_024,3
W_1113,Worker_1113,safety,na,P_030,3
W_1114,Worker_1114,engineer,na,P_029,4
W_1115,Worker_1115,installer,na,P_021,4
W_1116,Worker_1116,installer,na,P_024,3
W_1117,Worker_1117,supervisor,na,P_023,1
W_1118,Worker_1118,supervisor,na,P_021,3
W_1119,Worker_1119,electrician,na,P_028,4
W_1120,Worker_1120,safety,na,P_023,3
W_1121,Worker_1121,installer,na,P_024,4
W_1122,Worker_1122,installer,na,P_034,2
W_1123,Worker_1123,supervisor,na,P_020,3
W_1124,Worker_1124,installer,na,P_023,4
W_1125,Worker_1125,engineer,na,P_020,3
W_1126,Worker_1126,supervisor,na,P_034,5
W_1127,Worker_1127,engineer,na,P_025,5
W_1128,Worker_1128,electrician,na,P_023,4
W_1129,Worker_1129,supervisor,na,P_034,4
W_1130,Worker_1130,electrician,na,P_022,4
W_1131,Worker_1131,safety,na,P_024,3
W_1132,Worker_1132,installer,na,P_023,3
W_1133,Worker_1133,installer,na,P_026,3
W_1134,Worker_1134,safety,na,P_032,2
W_1135,Worker_1135,installer,na,P_028,5
W_1136,Worker_1136,installer,na,P_035,5
W_1137,Worker_1137,supervisor,na,P_034,3
W_1138,Worker_1138,engineer,na,P_022,3
W_1139,Worker_1139,electrician,na,P_031,4
W_1140,Worker_1140,supervisor,na,P_021,3
W_1141,Worker_1141,safety,na,P_020,2
W_1142,Worker_1142,supervisor,na,P_035,2
W_1143,Worker_1143,electrician,na,P_025,5
W_1144,Worker_1144,electrician,na,P_034,1
W_1145,Worker_1145,installer,na,P_022,3
W_1146,Worker_1146,electrician,na,P_031,2
W_1147,Worker_1147,installer,na,P_030,3
W_1148,Worker_1148,electrician,na,P_027,3
W_1149,Worker_1149,electrician,na,P_028,2
W_1150,Worker_1150,safety,na,P_034,4
W_1151,Worker_1151,engineer,na,P_032,2
W_1152,Worker_1152,supervisor,na,P_032,2
W_1153,Worker_1153,safety,na,P_020,4
W_1154,Worker_1154,supervisor,na,P_024,3
W_1155,Worker_1155,engineer,na,P_023,2
W_1156,Worker_1156,engineer,na,P_035,4
W_1157,Worker_1157,engineer,na,P_020,2
W_1158,Worker_1158,safety,na,P_035,1
W_1159,Worker_1159,engineer,na,P_023,4
W_1160,Worker_1160,installer,na,P_031,5
W_1161,Worker_1161,electrician,na,P_020,3
W_1162,Worker_1162,safety,na,P_025,1
W_1163,Worker_1163,supervisor,na,P_031,3
W_1164,Worker_1164,engineer,na,P_024,4
W_1165,Worker_1165,safety,na,P_034,4
W_1166,Worker_1166,electrician,na,P_021,2
W_1167,Worker_1167,electrician,na,P_033,3
W_1168,Worker_1168,installer,na,P_026,3
W_1169,Worker_1169,installer,na,P_021,4
W_1170,Worker_1170,installer,na,P_021,4
W_1171,Worker_1171,electrician,na,P_024,4
W_1172,Worker_1172,installer,na,P_026,4
W_1173,Worker_1173,electrician,na,P_022,3
W_1174,Worker_1174,installer,na,P_031,5
W_1175,Worker_1175,installer,na,P_022,3
W_1176,Worker_1176,safety,na,P_020,4
W_1177,Worker_1177,electrician,na,P_025,3
W_1178,Worker_1178,electrician,na,P_020,3
W_1179,Worker_1179,supervisor,na,P_023,3
W_1180,Worker_1180,safety,na,P_028,3
W_1181,Worker_1181,supervisor,na,P_026,4
W_1182,Worker_1182,engineer,na,P_029,3
W_1183,Worker_1183,installer,na,P_030,3
W_1184,Worker_1184,supervisor,na,P_027,4
W_1185,Worker_1185,electrician,na,P_034,5
W_1186,Worker_1186,engineer,na,P_020,4
W_1187,Worker_1187,electrician,na,P_031,3
W_1188,Worker_1188,safety,na,P_031,1
W_1189,Worker_1189,electrician,na,P_021,3
